Algorithm,Score,Extra Training Data,Paper Title,Date,Game
Prior+Duel noop,479197.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,videopinball
A3C LSTM hs,470310.5,False,Asynchronous Methods for Deep Reinforcement Learning,2016,videopinball
A2C + SIL,461522.4,False,Self-Imitation Learning,2018,videopinball
Prior+Duel hs,447408.6,False,Deep Reinforcement Learning with Double Q-learning,2015,videopinball
DDQN (tuned) hs,367823.7,False,Deep Reinforcement Learning with Double Q-learning,2015,videopinball
A3C FF hs,331628.1,False,Asynchronous Methods for Deep Reinforcement Learning,2016,videopinball
DDQN (tuned) noop,309941.9,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,videopinball
Prior hs,295972.8,False,Prioritized Experience Replay,2015,videopinball
Prior noop,282007.3,False,Prioritized Experience Replay,2015,videopinball
UCT,254748,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,videopinball
DQN noop,196760.4,False,Deep Reinforcement Learning with Double Q-learning,2015,videopinball
A3C FF (1 day) hs,185852.6,False,Asynchronous Methods for Deep Reinforcement Learning,2016,videopinball
DQN hs,154414.1,False,Deep Reinforcement Learning with Double Q-learning,2015,videopinball
Rational DQN Average,149712,False,Adaptive Rational Activations to Boost Deep Reinforcement Learning,2021,videopinball
Gorila,112093.4,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,videopinball
Duel hs,110976.2,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,videopinball
Duel noop,98209.5,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,videopinball
Recurrent Rational DQN Average,86942,False,Adaptive Rational Activations to Boost Deep Reinforcement Learning,2021,videopinball
DDQN+Pop-Art noop,56287.0,False,Learning values across many orders of magnitude,2016,videopinball
Nature DQN,42684.0,False,,,videopinball
DreamerV2,41860,False,Mastering Atari with Discrete World Models,2020,videopinball
POP3D,37780.7,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,videopinball
CGP,33752.4,False,Evolving simple programs for playing Atari games,2018,videopinball
ES FF (1 hour) noop,22834.8,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,videopinball
SARSA,19761.0,False,,,videopinball
Best Learner,16871.3,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,videopinball
MuZero,864.00,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,breakout
GDI-H3,864,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,breakout
GDI-H3(200M frames),864,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,breakout
Bootstrapped DQN,855,False,Deep Exploration via Bootstrapped DQN,2016,breakout
FQF,854.2,False,Fully Parameterized Quantile Function for Distributional Reinforcement Learning,2019,breakout
R2D2,837.7,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,breakout
Ape-X,800.9,False,Distributed Prioritized Experience Replay,2018,breakout
Agent57,790.4,False,Agent57: Outperforming the Atari Human Benchmark,2020,breakout
IMPALA (deep),787.34,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,breakout
A3C LSTM hs,766.8,False,Asynchronous Methods for Deep Reinforcement Learning,2016,breakout
MuZero (Res2 Adam),758.04,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,breakout
C51 noop,748.0,False,A Distributional Perspective on Reinforcement Learning,2017,breakout
QR-DQN-1,742,False,Distributional Reinforcement Learning with Quantile Regression,2017,breakout
IQN,734,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,breakout
A3C FF hs,681.9,False,Asynchronous Methods for Deep Reinforcement Learning,2016,breakout
A3C FF (1 day) hs,551.6,False,Asynchronous Methods for Deep Reinforcement Learning,2016,breakout
Reactor 500M,514.8,False,The Reactor: A fast and sample-efficient Actor-Critic agent for Reinforcement Learning,2017,breakout
POP3D,458.41,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,breakout
A2C + SIL,452,False,Self-Imitation Learning,2018,breakout
Persistent AL,431.89,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,breakout
Advantage Learning,425.32,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,breakout
DDQN (tuned) noop,418.5,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,breakout
Duel hs,411.6,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,breakout
Nature DQN,401.2,False,,,breakout
DQN noop,385.5,False,Deep Reinforcement Learning with Double Q-learning,2015,breakout
Prior noop,373.9,False,Prioritized Experience Replay,2015,breakout
MAC,372.7,False,Mean Actor Critic,2017,breakout
DDQN (tuned) hs,368.9,False,Deep Reinforcement Learning with Double Q-learning,2015,breakout
Prior+Duel noop,366.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,breakout
UCT,364.4,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,breakout
Prior+Duel hs,354.6,False,Deep Reinforcement Learning with Double Q-learning,2015,breakout
DQN hs,354.5,False,Deep Reinforcement Learning with Double Q-learning,2015,breakout
DDRL A3C,350,False,Distributed Deep Reinforcement Learning: Learn how to play Atari games in 21 minutes,2018,breakout
Duel noop,345.3,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,breakout
DDQN+Pop-Art noop,344.1,False,Learning values across many orders of magnitude,2016,breakout
Prior hs,343.0,False,Prioritized Experience Replay,2015,breakout
Recurrent Rational DQN Average,336,False,Adaptive Rational Activations to Boost Deep Reinforcement Learning,2021,breakout
Rational DQN Average,316,False,Adaptive Rational Activations to Boost Deep Reinforcement Learning,2021,breakout
Gorila,313.0,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,breakout
DreamerV2,312,False,Mastering Atari with Discrete World Models,2020,breakout
DT,267.5,False,Decision Transformer: Reinforcement Learning via Sequence Modeling,2021,breakout
NoisyNet-Dueling,263,False,Noisy Networks for Exploration,2017,breakout
DQN Best,225,False,Playing Atari with Deep Reinforcement Learning,2013,breakout
SPOS,180.6,False,Optimizing the Neural Architecture of Reinforcement Learning Agents,2020,breakout
ENAS Search space 1,161.1,False,Optimizing the Neural Architecture of Reinforcement Learning Agents,2020,breakout
SPOS Search space 1,144.4,False,Optimizing the Neural Architecture of Reinforcement Learning Agents,2020,breakout
ENAS,91.4,False,Optimizing the Neural Architecture of Reinforcement Learning Agents,2020,breakout
DARQN hard,20,False,Deep Attention Recurrent Q-Network,2015,breakout
CURL,18.2,False,CURL: Contrastive Unsupervised Representations for Reinforcement Learning,2020,breakout
CGP,13.2,False,Evolving simple programs for playing Atari games,2018,breakout
Discrete Latent Space World Model (VQ-VAE),11.6,False,Smaller World Models for Reinforcement Learning,2020,breakout
ES FF (1 hour) noop,9.5,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,breakout
SARSA,6.1,False,,,breakout
Best Learner,5.2,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,breakout
SAC,0.7,False,Soft Actor-Critic for Discrete Action Settings,2019,breakout
GDI-H3(200M frames),594540,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,krull
MuZero,269358.27,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,krull
Agent57,251997.31,False,Agent57: Outperforming the Atari Human Benchmark,2020,krull
R2D2,218448.1,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,krull
GDI-I3,97575,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,krull
MuZero (Res2 Adam),72570.5,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,krull
DreamerV2,50061,False,Mastering Atari with Discrete World Models,2020,krull
VPN,15930,False,Value Prediction Network,2017,krull
Ape-X,11741.4,False,Distributed Prioritized Experience Replay,2018,krull
Duel noop,11451.9,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,krull
QR-DQN-1,11447,False,Distributional Reinforcement Learning with Quantile Regression,2017,krull
NoisyNet-Dueling,10754,False,Noisy Networks for Exploration,2017,krull
IQN,10707,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,krull
A2C + SIL,10614.6,False,Self-Imitation Learning,2018,krull
Prior+Duel noop,10374.4,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,krull
DDQN+Pop-Art noop,9745.1,False,Learning values across many orders of magnitude,2016,krull
C51 noop,9735.0,False,A Distributional Perspective on Reinforcement Learning,2017,krull
Prior noop,9728.0,False,Prioritized Experience Replay,2015,krull
Advantage Learning,9548.92,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,krull
CGP,9086.8,False,Evolving simple programs for playing Atari games,2018,krull
Persistent AL,8689.81,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,krull
ES FF (1 hour) noop,8647.2,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,krull
Bootstrapped DQN,8627.9,False,Deep Exploration via Bootstrapped DQN,2016,krull
DQN noop,8422.3,False,Deep Reinforcement Learning with Double Q-learning,2015,krull
IMPALA (deep),8147.40,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,krull
A3C FF (1 day) hs,8066.6,False,Asynchronous Methods for Deep Reinforcement Learning,2016,krull
Duel hs,8051.6,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,krull
DDQN (tuned) noop,7920.5,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,krull
POP3D,7715.68,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,krull
Prior+Duel hs,7658.6,False,Deep Reinforcement Learning with Double Q-learning,2015,krull
Prior hs,6872.8,False,Prioritized Experience Replay,2015,krull
DDQN (tuned) hs,6796.1,False,Deep Reinforcement Learning with Double Q-learning,2015,krull
Gorila,6363.1,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,krull
DQN hs,6206.0,False,Deep Reinforcement Learning with Double Q-learning,2015,krull
A3C LSTM hs,5911.4,False,Asynchronous Methods for Deep Reinforcement Learning,2016,krull
A3C FF hs,5560.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,krull
UCT,5037,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,krull
CURL,3833.6,False,CURL: Contrastive Unsupervised Representations for Reinforcement Learning,2020,krull
Nature DQN,3805.0,False,,,krull
Best Learner,3371.5,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,krull
SARSA,3341.0,False,,,krull
Rainbow+SEER,3277.5,False,Improving Computational Efficiency in Visual Reinforcement Learning via Stored Embeddings,2021,krull
Go-Explore,1422628,False,"First return, then explore",2020,centipede
MuZero,1159049.27,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,centipede
MuZero (Res2 Adam),874301.64,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,centipede
R2D2,599140.3,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,centipede
Agent57,412847.86,False,Agent57: Outperforming the Atari Human Benchmark,2020,centipede
GDI-H3(200M frames),195630,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,centipede
GDI-I3,155830,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,centipede
Full Tree,125123,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,centipede
DDQN+Pop-Art noop,49065.8,False,Learning values across many orders of magnitude,2016,centipede
CGP,24708,False,Evolving simple programs for playing Atari games,2018,centipede
Ape-X,12974,False,Distributed Prioritized Experience Replay,2018,centipede
QR-DQN-1,12447,False,Distributional Reinforcement Learning with Quantile Regression,2017,centipede
DreamerV2,11883,False,Mastering Atari with Discrete World Models,2020,centipede
IQN,11561,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,centipede
IMPALA (deep),11049.75,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,centipede
C51 noop,9646.0,False,A Distributional Perspective on Reinforcement Learning,2017,centipede
Best Learner,8803.8,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,centipede
Nature DQN,8309.0,False,,,centipede
ES FF (1 hour) noop,7783.9,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,centipede
Prior+Duel noop,7687.5,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,centipede
NoisyNet-Dueling,7596,False,Noisy Networks for Exploration,2017,centipede
Duel noop,7561.4,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,centipede
A2C + SIL,7559.5,False,Self-Imitation Learning,2018,centipede
Gorila,6296.9,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,centipede
Prior+Duel hs,5570.2,False,Deep Reinforcement Learning with Double Q-learning,2015,centipede
DDQN (tuned) noop,5409.4,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,centipede
Duel hs,4881.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,centipede
DQN noop,4657.7,False,Deep Reinforcement Learning with Double Q-learning,2015,centipede
SARSA,4647.0,False,,,centipede
Bootstrapped DQN,4553.5,False,Deep Exploration via Bootstrapped DQN,2016,centipede
Persistent AL,4539.55,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,centipede
Prior noop,4463.2,False,Prioritized Experience Replay,2015,centipede
Advantage Learning,4225.18,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,centipede
DQN hs,3973.9,False,Deep Reinforcement Learning with Double Q-learning,2015,centipede
DDQN (tuned) hs,3853.5,False,Deep Reinforcement Learning with Double Q-learning,2015,centipede
A3C FF hs,3755.8,False,Asynchronous Methods for Deep Reinforcement Learning,2016,centipede
Prior hs,3489.1,False,Prioritized Experience Replay,2015,centipede
Reactor 500M,3422.0,False,The Reactor: A fast and sample-efficient Actor-Critic agent for Reinforcement Learning,2017,centipede
POP3D,3315.44,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,centipede
A3C FF (1 day) hs,3306.5,False,Asynchronous Methods for Deep Reinforcement Learning,2016,centipede
A3C LSTM hs,1997.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,centipede
MuZero,631378.53,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,frostbite
Agent57,541280.88,False,Agent57: Outperforming the Atari Human Benchmark,2020,frostbite
MuZero (Res2 Adam),374769.76,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,frostbite
R2D2,315456.4,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,frostbite
FQF,16472.9,False,Fully Parameterized Quantile Function for Distributional Reinforcement Learning,2019,frostbite
DreamerV2,11384,False,Mastering Atari with Discrete World Models,2020,frostbite
GDI-H3(200M frames),11330,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,frostbite
GDI-I3,10485,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,frostbite
Ape-X,9328.6,False,Distributed Prioritized Experience Replay,2018,frostbite
Prior+Duel noop,7413.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,frostbite
A2C + SIL,6289.8,False,Self-Imitation Learning,2018,frostbite
TRPO-hash,5214.0,False,#Exploration: A Study of Count-Based Exploration for Deep Reinforcement Learning,2016,frostbite
Duel noop,4672.8,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,frostbite
QR-DQN-1,4384,False,Distributional Reinforcement Learning with Quantile Regression,2017,frostbite
Prior noop,4380.1,False,Prioritized Experience Replay,2015,frostbite
IQN,4324,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,frostbite
Prior+Duel hs,4038.4,False,Deep Reinforcement Learning with Double Q-learning,2015,frostbite
C51 noop,3965.0,False,A Distributional Perspective on Reinforcement Learning,2017,frostbite
VPN,3811,False,Value Prediction Network,2017,frostbite
Prior hs,3510.0,False,Prioritized Experience Replay,2015,frostbite
DDQN+Pop-Art noop,3469.6,False,Learning values across many orders of magnitude,2016,frostbite
Persistent AL,3248.96,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,frostbite
NoisyNet-Dueling,2923,False,Noisy Networks for Exploration,2017,frostbite
Sarsa-φ-EB,2770.1,False,Count-Based Exploration in Feature Space for Reinforcement Learning,2017,frostbite
MFEC,2394,False,Model-Free Episodic Control with State Aggregation,2020,frostbite
Duel hs,2332.4,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,frostbite
Advantage Learning,2305.82,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,frostbite
Bootstrapped DQN,2181.4,False,Deep Exploration via Bootstrapped DQN,2016,frostbite
DDQN (tuned) noop,1683.3,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,frostbite
DDQN (tuned) hs,1448.1,False,Deep Reinforcement Learning with Double Q-learning,2015,frostbite
Sarsa-ε,1394.3,False,Count-Based Exploration in Feature Space for Reinforcement Learning,2017,frostbite
CURL,924,False,CURL: Contrastive Unsupervised Representations for Reinforcement Learning,2020,frostbite
DQN noop,797.4,False,Deep Reinforcement Learning with Double Q-learning,2015,frostbite
CGP,782,False,Evolving simple programs for playing Atari games,2018,frostbite
MP-EB,507.0,False,Incentivizing Exploration In Reinforcement Learning With Deep Predictive Models,2015,frostbite
DQN hs,496.1,False,Deep Reinforcement Learning with Double Q-learning,2015,frostbite
Gorila,426.6,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,frostbite
ES FF (1 hour) noop,370.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,frostbite
Nature DQN,328.3,False,,,frostbite
IMPALA (deep),317.75,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,frostbite
POP3D,316.87,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,frostbite
IDVQ + DRSC + XNES,300,False,Playing Atari with Six Neurons,2018,frostbite
UCT,270.5,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,frostbite
Best Learner,216.9,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,frostbite
A3C LSTM hs,197.6,False,Asynchronous Methods for Deep Reinforcement Learning,2016,frostbite
A3C FF hs,190.5,False,Asynchronous Methods for Deep Reinforcement Learning,2016,frostbite
SARSA,180.9,False,,,frostbite
A3C FF (1 day) hs,180.1,False,Asynchronous Methods for Deep Reinforcement Learning,2016,frostbite
SAC,59.4,False,Soft Actor-Critic for Discrete Action Settings,2019,frostbite
MuZero,476763.90,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,timepilot
GDI-H3(200M frames),450810,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,timepilot
R2D2,445377.3,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,timepilot
MuZero (Res2 Adam),424011.16,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,timepilot
Agent57,405425.31,False,Agent57: Outperforming the Atari Human Benchmark,2020,timepilot
GDI-I3,216770,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,timepilot
Ape-X,87085,False,Distributed Prioritized Experience Replay,2018,timepilot
UCT,63854.5,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,timepilot
IMPALA (deep),48481.50,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,timepilot
DreamerV2,37945,False,Mastering Atari with Discrete World Models,2020,timepilot
A3C LSTM hs,27202.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,timepilot
Rational DQN Average,17632,False,Adaptive Rational Activations to Boost Deep Reinforcement Learning,2021,timepilot
NoisyNet-Dueling,17301,False,Noisy Networks for Exploration,2017,timepilot
Recurrent Rational DQN Average,13261,False,Adaptive Rational Activations to Boost Deep Reinforcement Learning,2021,timepilot
A3C FF hs,12679.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,timepilot
IQN,12236,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,timepilot
CGP,12040,False,Evolving simple programs for playing Atari games,2018,timepilot
Duel noop,11666.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,timepilot
A2C + SIL,10811.7,False,Self-Imitation Learning,2018,timepilot
QR-DQN-1,10345,False,Distributional Reinforcement Learning with Quantile Regression,2017,timepilot
Prior noop,9197.0,False,Prioritized Experience Replay,2015,timepilot
Bootstrapped DQN,9079.4,False,Deep Exploration via Bootstrapped DQN,2016,timepilot
Advantage Learning,8969.12,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,timepilot
DDQN (tuned) noop,8339.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,timepilot
C51 noop,8329.0,False,A Distributional Perspective on Reinforcement Learning,2017,timepilot
Gorila,8267.8,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,timepilot
Prior+Duel noop,7553.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,timepilot
DDQN (tuned) hs,6608.0,False,Deep Reinforcement Learning with Double Q-learning,2015,timepilot
Duel hs,6601.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,timepilot
Prior hs,5963.0,False,Prioritized Experience Replay,2015,timepilot
Nature DQN,5947.0,False,,,timepilot
A3C FF (1 day) hs,5825.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,timepilot
ES FF (1 hour) noop,4970.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,timepilot
Prior+Duel hs,4871.0,False,Deep Reinforcement Learning with Double Q-learning,2015,timepilot
DQN noop,4870.0,False,Deep Reinforcement Learning with Double Q-learning,2015,timepilot
DDQN+Pop-Art noop,4870.0,False,Learning values across many orders of magnitude,2016,timepilot
DQN hs,4786.0,False,Deep Reinforcement Learning with Double Q-learning,2015,timepilot
IDVQ + DRSC + XNES,4600,False,Playing Atari with Six Neurons,2018,timepilot
POP3D,3770.33,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,timepilot
Best Learner,3741.2,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,timepilot
SARSA,24.9,False,,,timepilot
Best Learner,0,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,skiing
Full Tree,0,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,skiing
IQN,-9289,True,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,skiing
MuZero,-29968.36,True,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,skiing
R2D2,-30021.7,True,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,skiing
IMPALA (deep),-10180.38,True,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,skiing
FQF,-9085.3,True,Fully Parameterized Quantile Function for Distributional Reinforcement Learning,2019,skiing
NoisyNet-Dueling,-7550,True,Noisy Networks for Exploration,2017,skiing
CGP,-9011,True,Evolving simple programs for playing Atari games,2018,skiing
QR-DQN-1,-9324,True,Distributional Reinforcement Learning with Quantile Regression,2017,skiing
Ape-X,-10789.9,True,Distributed Prioritized Experience Replay,2018,skiing
Advantage Learning,-13264.51,True,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,skiing
Go-Explore,-3660,True,"First return, then explore",2020,skiing
Agent57,-4202.6,True,Agent57: Outperforming the Atari Human Benchmark,2020,skiing
DreamerV2,-9299,True,Mastering Atari with Discrete World Models,2020,skiing
Recurrent Rational DQN Average,-23582,True,Adaptive Rational Activations to Boost Deep Reinforcement Learning,2021,skiing
Rational DQN Average,-23487,True,Adaptive Rational Activations to Boost Deep Reinforcement Learning,2021,skiing
MuZero (Res2 Adam),-30000,True,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,skiing
GDI-I3,-6774,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,skiing
GDI-H3(200M frames),-6025,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,skiing
Go-Explore,197376,False,"First return, then explore",2020,berzerk
MuZero,85932.60,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,berzerk
Agent57,61507.83,False,Agent57: Outperforming the Atari Human Benchmark,2020,berzerk
Ape-X,57196.7,False,Distributed Prioritized Experience Replay,2018,berzerk
R2D2,53318.7,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,berzerk
GDI-H3(200M frames),14649,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,berzerk
FQF,12422.2,False,Fully Parameterized Quantile Function for Distributional Reinforcement Learning,2019,berzerk
GDI-I3,7607,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,berzerk
Prior+Duel noop,3409.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,berzerk
QR-DQN-1,3117,False,Distributional Reinforcement Learning with Quantile Regression,2017,berzerk
MuZero (Res2 Adam),2705.82,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,berzerk
Reactor 500M,2303.1,False,The Reactor: A fast and sample-efficient Actor-Critic agent for Reinforcement Learning,2017,berzerk
Prior+Duel hs,2178.6,False,Deep Reinforcement Learning with Double Q-learning,2015,berzerk
NoisyNet-Dueling,1896,False,Noisy Networks for Exploration,2017,berzerk
IMPALA (deep),1852.70,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,berzerk
C51 noop,1645.0,False,A Distributional Perspective on Reinforcement Learning,2017,berzerk
Duel noop,1472.6,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,berzerk
A3C FF (1 day) hs,1433.4,False,Asynchronous Methods for Deep Reinforcement Learning,2016,berzerk
Persistent AL,1328.25,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,berzerk
Prior noop,1305.6,False,Prioritized Experience Replay,2015,berzerk
DDQN (tuned) noop,1225.4,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,berzerk
DDQN+Pop-Art noop,1199.6,False,Learning values across many orders of magnitude,2016,berzerk
CGP,1138,False,Evolving simple programs for playing Atari games,2018,berzerk
IQN,1053,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,berzerk
DDQN (tuned) hs,1011.1,False,Deep Reinforcement Learning with Double Q-learning,2015,berzerk
Duel hs,910.6,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,berzerk
Prior hs,865.9,False,Prioritized Experience Replay,2015,berzerk
A3C LSTM hs,862.2,False,Asynchronous Methods for Deep Reinforcement Learning,2016,berzerk
A3C FF hs,817.9,False,Asynchronous Methods for Deep Reinforcement Learning,2016,berzerk
DreamerV2,810,False,Mastering Atari with Discrete World Models,2020,berzerk
Advantage Learning,747.26,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,berzerk
ES FF (1 hour) noop,686.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,berzerk
Best Baseline,670,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,berzerk
DQN noop,585.6,False,Deep Reinforcement Learning with Double Q-learning,2015,berzerk
Best Learner,501.3,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,berzerk
DQN hs,493.4,False,Deep Reinforcement Learning with Double Q-learning,2015,berzerk
Agent57,2623.71,False,Agent57: Outperforming the Atari Human Benchmark,2020,venture
Go-Explore,2281,False,"First return, then explore",2020,venture
GDI-I3,2035,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,venture
GDI-H3(200M frames),2000,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,venture
R2D2,1970.7,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,venture
RND,1859,False,Exploration by Random Network Distillation,2018,venture
Ape-X,1813,False,Distributed Prioritized Experience Replay,2018,venture
MuZero (Res2 Adam),1731.47,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,venture
