,Algorithm,Score,Extra Training Data,Paper Title,Date,Game,Source,Random,Human,Normalized,LogNormalized,In57,train,good
2940,Adam Huber,65.0,,,,robotank,REVISITING,2.16,11.9,645.1745379876796,2.8103498409776444,True,True,True
2941,Adam Huber,10000.0,,,,seaquest,REVISITING,68.4,42054.7,23.654382500958647,1.3918941295690581,True,True,True
2942,Adam Huber,-16000.0,,,,skiing,REVISITING,-17098.09,-4336.9,8.604918506816372,0.9824936844303929,True,True,True
2943,Adam Huber,1400.0,,,,solaris,REVISITING,1236.3,12326.7,1.4760513597345453,0.3937596488367593,True,True,True
2944,Adam Huber,55000.0,,,,stargunner,REVISITING,664.0,10250.0,566.8266221573127,2.754215750262713,True,True,True
2945,Adam Huber,5.0,,,,tennis,REVISITING,-23.84,-8.3,185.5855855855856,2.270878089879712,True,True,True
2946,Adam Huber,8500.0,,,,timepilot,REVISITING,3568.0,5229.2,296.89381170238386,2.4740614814915736,True,True,True
2947,Adam Huber,150.0,,,,tutankham,REVISITING,11.43,167.6,88.73022987769738,1.9529387803608949,True,True,True
2948,Adam Huber,12000.0,,,,upndown,REVISITING,533.4,11693.2,102.74915321063101,2.0159845607339992,True,True,True
2949,Adam Huber,1300.0,,,,venture,REVISITING,0.0,1187.5,109.47368421052632,2.0432588376295713,True,True,True
2950,Adam Huber,200000.0,,,,videopinball,REVISITING,0.0,17667.9,1131.996445531161,3.0542285473844704,True,True,True
2951,Adam Huber,5000.0,,,,wizardofwor,REVISITING,563.5,4756.5,105.80729787741474,2.0286009279697734,True,True,True
2952,Adam Huber,30000.0,,,,yarsrevenge,REVISITING,3092.91,54576.9,52.26302390315902,1.7264258190157287,True,True,True
2953,Adam Huber,10000.0,,,,zaxxon,REVISITING,32.5,9173.3,109.04406616488711,2.0415666293398473,True,True,True
2954,Adam MSE,3400.0,,,,alien,REVISITING,227.75,7127.7,45.97497083312198,1.6718665191181064,True,True,True
2955,Adam MSE,900.0,,,,amidar,REVISITING,5.77,1719.5,52.18033179088888,1.725751042557464,True,True,True
2956,Adam MSE,2200.0,,,,assault,REVISITING,222.39,742.0,380.59506168087603,2.5816027457526474,True,True,True
2957,Adam MSE,16400.0,,,,asterix,REVISITING,210.0,8503.3,195.2178264382092,2.292738460597741,True,True,True
2958,Adam MSE,1000.0,,,,asteroids,REVISITING,719.1,47388.7,0.6018907382964499,0.2046328904166382,True,True,True
2959,Adam MSE,840000.0,,,,atlantis,REVISITING,12850.0,29028.1,5112.775913117115,3.708741693219265,True,True,True
2960,Adam MSE,700.0,,,,bankheist,REVISITING,14.2,753.1,92.81364190012181,1.9722659958541395,True,True,True
2961,Adam MSE,27000.0,,,,battlezone,REVISITING,2360.0,37187.5,70.74868997200488,1.8558139758851466,True,True,True
2962,Adam MSE,5800.0,,,,beamrider,REVISITING,363.88,16926.5,32.82161880185623,1.5291943903666456,True,True,True
2963,Adam MSE,800.0,,,,berzerk,REVISITING,123.65,2630.4,26.98115089259001,1.4468655734875382,True,True,True
2964,Adam MSE,35.0,,,,bowling,REVISITING,23.11,160.7,8.641616396540448,0.9841498485554295,True,True,True
2965,Adam MSE,96.0,,,,boxing,REVISITING,0.05,12.1,796.2655601659752,2.9016030040871827,True,True,True
2966,Adam MSE,200.0,,,,breakout,REVISITING,1.72,30.5,688.950660180681,2.83881803453808,True,True,True
2967,Adam MSE,2000.0,,,,centipede,REVISITING,2090.87,12017.0,-0.9154625216474083,0.0,True,True,True
2968,Adam MSE,1350.0,,,,choppercommand,REVISITING,811.0,7387.8,8.195475003040992,0.9635741681441226,True,True,True
2969,Adam MSE,112000.0,,,,crazyclimber,REVISITING,10780.5,35829.4,404.0876046453137,2.607548954325277,True,True,True
2970,Adam MSE,8000.0,,,,demonattack,REVISITING,152.07,1971.0,431.4586047841313,2.6359445428430974,True,True,True
2971,Adam MSE,4.0,,,,doubledunk,REVISITING,-18.55,-16.4,1048.8372093023245,3.0211219613720117,True,True,True
2972,Adam MSE,1750.0,,,,enduro,REVISITING,0.0,860.5,203.37013364323067,2.3104174289300925,True,True,True
2973,Adam MSE,18.0,,,,fishingderby,REVISITING,-91.71,-38.7,206.96095076400684,2.3179817942905756,True,True,True
2974,Adam MSE,27.0,,,,freeway,REVISITING,0.01,29.6,91.21324771882392,1.9647933179938069,True,True,True
2975,Adam MSE,4200.0,,,,frostbite,REVISITING,65.2,4334.7,96.84506382480384,1.9905389208706323,True,True,True
2976,Adam MSE,1100.0,,,,gopher,REVISITING,257.6,2412.5,39.092301266880135,1.6030609851311328,True,True,True
2977,Adam MSE,900.0,,,,gravitar,REVISITING,173.0,3351.4,22.873143720110747,1.3779096125718338,True,True,True
2978,Adam MSE,22500.0,,,,hero,REVISITING,1026.97,30826.4,72.05852595167089,1.8636709055228526,True,True,True
2979,Adam MSE,-4.0,,,,icehockey,REVISITING,-11.15,0.9,59.336099585062236,1.7805772318675532,True,True,True
2980,Adam MSE,900.0,,,,jamesbond,REVISITING,29.0,302.8,318.1154127100073,2.5039477803554,True,True,True
2981,Adam MSE,10000.0,,,,kangaroo,REVISITING,52.0,3035.0,333.48977539389875,2.5243828468934484,True,True,True
2982,Adam MSE,7500.0,,,,krull,REVISITING,1598.05,2665.5,552.9017752587943,2.743432757065555,True,True,True
2983,Adam MSE,21000.0,,,,kungfumaster,REVISITING,258.5,22736.3,92.27548959417737,1.9697675372892973,True,True,True
2984,Adam MSE,0.0,,,,montezumarevenge,REVISITING,0.0,4753.3,0.0,0.0,True,True,True
2985,Adam MSE,3500.0,,,,mspacman,REVISITING,307.3,6951.6,48.05171349878843,1.6906541829712307,True,True,True
2986,Adam MSE,7000.0,,,,namethisgame,REVISITING,2292.35,8049.0,81.77759634509654,1.9179128114194541,True,True,True
2987,Adam MSE,12000.0,,,,phoenix,REVISITING,761.4,7242.6,173.40307350490647,2.241554134234503,True,True,True
2988,Adam MSE,-200.0,,,,pitfall,REVISITING,-229.44,6463.7,0.4398533423774193,0.1583182588731382,True,True,True
2989,Adam MSE,20.0,,,,pong,REVISITING,-20.71,14.6,115.2931180968564,2.06555401514984,True,True,True
2990,Adam MSE,250.0,,,,privateeye,REVISITING,24.94,69571.3,0.32361147298003806,0.1217605229410693,True,True,True
2991,Adam MSE,10000.0,,,,qbert,REVISITING,163.88,13455.0,74.00520046467115,1.875091376122511,True,True,True
2992,Adam MSE,12000.0,,,,riverraid,REVISITING,1338.5,17118.0,67.56551221521595,1.8361057247322492,True,True,True
2993,Adam MSE,45000.0,,,,roadrunner,REVISITING,11.5,7845.0,574.3090572541009,2.759901211300858,True,True,True
2994,Adam MSE,65.0,,,,robotank,REVISITING,2.16,11.9,645.1745379876796,2.8103498409776444,True,True,True
2995,Adam MSE,4000.0,,,,seaquest,REVISITING,68.4,42054.7,9.364006830799571,1.015527690552458,True,True,True
2996,Adam MSE,-17500.0,,,,skiing,REVISITING,-17098.09,-4336.9,-3.1494711700084386,0.0,True,True,True
2997,Adam MSE,1200.0,,,,solaris,REVISITING,1236.3,12326.7,-0.32731010603765376,0.0,True,True,True
2998,Adam MSE,50000.0,,,,stargunner,REVISITING,664.0,10250.0,514.6672230335906,2.712369527551692,True,True,True
2999,Adam MSE,20.0,,,,tennis,REVISITING,-23.84,-8.3,282.11068211068215,2.451956256133744,True,True,True
3000,Adam MSE,8500.0,,,,timepilot,REVISITING,3568.0,5229.2,296.89381170238386,2.4740614814915736,True,True,True
3001,Adam MSE,175.0,,,,tutankham,REVISITING,11.43,167.6,104.73842607414997,2.024232841605324,True,True,True
3002,Adam MSE,10000.0,,,,upndown,REVISITING,533.4,11693.2,84.82768508396207,1.9336273990352446,True,True,True
3003,Adam MSE,1300.0,,,,venture,REVISITING,0.0,1187.5,109.47368421052632,2.0432588376295713,True,True,True
3004,Adam MSE,250000.0,,,,videopinball,REVISITING,0.0,17667.9,1414.995556913951,3.151061890634272,True,True,True
3005,Adam MSE,5000.0,,,,wizardofwor,REVISITING,563.5,4756.5,105.80729787741474,2.0286009279697734,True,True,True
3006,Adam MSE,45000.0,,,,yarsrevenge,REVISITING,3092.91,54576.9,81.3982948874009,1.9159182246988784,True,True,True
3007,Adam MSE,10000.0,,,,zaxxon,REVISITING,32.5,9173.3,109.04406616488711,2.0415666293398473,True,True,True
3008,RMSProp Huber,2600.0,,,,alien,REVISITING,227.75,7127.7,34.380683917999406,1.5487662236823092,True,True,True
3009,RMSProp Huber,1000.0,,,,amidar,REVISITING,5.77,1719.5,58.01555670963337,1.7709665082962778,True,True,True
3010,RMSProp Huber,1500.0,,,,assault,REVISITING,222.39,742.0,245.87863974904258,2.392483515851638,True,True,True
3011,RMSProp Huber,3700.0,,,,asterix,REVISITING,210.0,8503.3,42.0821627096572,1.6342974966058557,True,True,True
3012,RMSProp Huber,750.0,,,,asteroids,REVISITING,719.1,47388.7,0.0662101239350669,0.02784280194458242,True,True,True
3013,RMSProp Huber,870000.0,,,,atlantis,REVISITING,12850.0,29028.1,5298.211780122512,3.7242112762044024,True,True,True
3014,RMSProp Huber,620.0,,,,bankheist,REVISITING,14.2,753.1,81.98673704154824,1.9190086888829487,True,True,True
3015,RMSProp Huber,17500.0,,,,battlezone,REVISITING,2360.0,37187.5,43.471394731175074,1.6480807501944819,True,True,True
3016,RMSProp Huber,5000.0,,,,beamrider,REVISITING,363.88,16926.5,27.991465118441408,1.4622701635018156,True,True,True
3017,RMSProp Huber,600.0,,,,berzerk,REVISITING,123.65,2630.4,19.00269272963,1.3010884636090885,True,True,True
3018,RMSProp Huber,33.0,,,,bowling,REVISITING,23.11,160.7,7.188022385347773,0.9131790213157885,True,True,True
3019,RMSProp Huber,75.0,,,,boxing,REVISITING,0.05,12.1,621.9917012448134,2.7944822615426546,True,True,True
3020,RMSProp Huber,100.0,,,,breakout,REVISITING,1.72,30.5,341.48714384989574,2.5346442737559176,True,True,True
3021,RMSProp Huber,2000.0,,,,centipede,REVISITING,2090.87,12017.0,-0.9154625216474083,0.0,True,True,True
3022,RMSProp Huber,1100.0,,,,choppercommand,REVISITING,811.0,7387.8,4.394234278068361,0.7319298044570318,True,True,True
3023,RMSProp Huber,105000.0,,,,crazyclimber,REVISITING,10780.5,35829.4,376.14226572823554,2.576505205818394,True,True,True
3024,RMSProp Huber,4200.0,,,,demonattack,REVISITING,152.07,1971.0,222.54457290824826,2.3493641307703186,True,True,True
3025,RMSProp Huber,-10.0,,,,doubledunk,REVISITING,-18.55,-16.4,397.67441860465084,2.600618369559384,True,True,True
3026,RMSProp Huber,600.0,,,,enduro,REVISITING,0.0,860.5,69.72690296339337,1.8495846413235537,True,True,True
3027,RMSProp Huber,-6.0,,,,fishingderby,REVISITING,-91.71,-38.7,161.68647425014152,2.211351447204166,True,True,True
3028,RMSProp Huber,6.0,,,,freeway,REVISITING,0.01,29.6,20.243325447786415,1.3272225025496205,True,True,True
3029,RMSProp Huber,1500.0,,,,frostbite,REVISITING,65.2,4334.7,33.60580864269821,1.5391490019645357,True,True,True
3030,RMSProp Huber,6000.0,,,,gopher,REVISITING,257.6,2412.5,266.48104320386096,2.42729300832477,True,True,True
3031,RMSProp Huber,200.0,,,,gravitar,REVISITING,173.0,3351.4,0.8494840171155298,0.26705058257840786,True,True,True
3032,RMSProp Huber,16000.0,,,,hero,REVISITING,1026.97,30826.4,50.246028195841326,1.7096602112014951,True,True,True
3033,RMSProp Huber,-8.0,,,,icehockey,REVISITING,-11.15,0.9,26.141078838174277,1.433627106557097,True,True,True
3034,RMSProp Huber,550.0,,,,jamesbond,REVISITING,29.0,302.8,190.28487947406865,2.281680641639891,True,True,True
3035,RMSProp Huber,12000.0,,,,kangaroo,REVISITING,52.0,3035.0,400.5363727790815,2.603724891536916,True,True,True
3036,RMSProp Huber,6000.0,,,,krull,REVISITING,1598.05,2665.5,412.3799709588271,2.6163494304122534,True,True,True
3037,RMSProp Huber,17500.0,,,,kungfumaster,REVISITING,258.5,22736.3,76.70457073201115,1.8904465655873688,True,True,True
3038,RMSProp Huber,0.0,,,,montezumarevenge,REVISITING,0.0,4753.3,0.0,0.0,True,True,True
3039,RMSProp Huber,3000.0,,,,mspacman,REVISITING,307.3,6951.6,40.52646629441777,1.6183249762789198,True,True,True
3040,RMSProp Huber,7000.0,,,,namethisgame,REVISITING,2292.35,8049.0,81.77759634509654,1.9179128114194541,True,True,True
3041,RMSProp Huber,5000.0,,,,phoenix,REVISITING,761.4,7242.6,65.39838301549096,1.8221575032234336,True,True,True
3042,RMSProp Huber,0.0,,,,pitfall,REVISITING,-229.44,6463.7,3.427987461789235,0.6462063824678737,True,True,True
3043,RMSProp Huber,16.0,,,,pong,REVISITING,-20.71,14.6,103.96488246955536,2.0210440238253065,True,True,True
3044,RMSProp Huber,500.0,,,,privateeye,REVISITING,24.94,69571.3,0.6830839169727934,0.2261057700279085,True,True,True
3045,RMSProp Huber,9000.0,,,,qbert,REVISITING,163.88,13455.0,66.48138004923588,1.829183955684119,True,True,True
3046,RMSProp Huber,11000.0,,,,riverraid,REVISITING,1338.5,17118.0,61.22817579771222,1.7939870699447868,True,True,True
3047,RMSProp Huber,35000.0,,,,roadrunner,REVISITING,11.5,7845.0,446.6521988893853,2.6509407221097985,True,True,True
3048,RMSProp Huber,55.0,,,,robotank,REVISITING,2.16,11.9,542.5051334702258,2.7352036504043986,True,True,True
3049,RMSProp Huber,1500.0,,,,seaquest,REVISITING,68.4,42054.7,3.409683634899956,0.6444074328815113,True,True,True
3050,RMSProp Huber,-16000.0,,,,skiing,REVISITING,-17098.09,-4336.9,8.604918506816372,0.9824936844303929,True,True,True
3051,RMSProp Huber,1400.0,,,,solaris,REVISITING,1236.3,12326.7,1.4760513597345453,0.3937596488367593,True,True,True
3052,RMSProp Huber,45000.0,,,,stargunner,REVISITING,664.0,10250.0,462.50782390986853,2.6660570693374845,True,True,True
3053,RMSProp Huber,-5.0,,,,tennis,REVISITING,-23.84,-8.3,121.23552123552125,2.087197428777973,True,True,True
3054,RMSProp Huber,3500.0,,,,timepilot,REVISITING,3568.0,5229.2,-4.093426438718999,0.0,True,True,True
3055,RMSProp Huber,100.0,,,,tutankham,REVISITING,11.43,167.6,56.713837484792215,1.7612799521991676,True,True,True
3056,RMSProp Huber,7000.0,,,,upndown,REVISITING,533.4,11693.2,57.94548289395867,1.7704505298824649,True,True,True
3057,RMSProp Huber,300.0,,,,venture,REVISITING,0.0,1187.5,25.263157894736842,1.4193469446705609,True,True,True
3058,RMSProp Huber,25000.0,,,,videopinball,REVISITING,0.0,17667.9,141.49955569139513,2.1538135102317137,True,True,True
3059,RMSProp Huber,2500.0,,,,wizardofwor,REVISITING,563.5,4756.5,46.18411638445028,1.6737958264408146,True,True,True
3060,RMSProp Huber,20000.0,,,,yarsrevenge,REVISITING,3092.91,54576.9,32.83950991366442,1.5294240646704005,True,True,True
3061,RMSProp Huber,4000.0,,,,zaxxon,REVISITING,32.5,9173.3,43.4042972168738,1.6474250009089795,True,True,True
3116,H-NEAT Object,2246.0,,,,alien,NEAT,227.75,7127.7,29.25021195805767,1.480728422026251,True,True,True
3117,H-NEAT Object,218.8,,,,amidar,NEAT,5.77,1719.5,12.430779644401394,1.1281012237955665,True,True,True
3118,H-NEAT Object,2396.0,,,,assault,NEAT,222.39,742.0,418.3156598217894,2.6225410819294304,True,True,True
3119,H-NEAT Object,2550.0,,,,asterix,NEAT,210.0,8503.3,28.215547490142647,1.4656140292641178,True,True,True
3120,H-NEAT Object,220.0,,,,asteroids,NEAT,719.1,47388.7,-1.069432778511065,0.0,True,True,True
3121,H-NEAT Object,44200.0,,,,atlantis,NEAT,12850.0,29028.1,193.78048102063903,2.289545434012029,True,True,True
3122,H-NEAT Object,1308.0,,,,bankheist,NEAT,14.2,753.1,175.09811882528084,2.2457547166250635,True,True,True
3123,H-NEAT Object,37600.0,,,,battlezone,NEAT,2360.0,37187.5,101.18440887229919,2.00938463692134,True,True,True
3124,H-NEAT Object,1443.2,,,,beamrider,NEAT,363.88,16926.5,6.516601841979108,0.8760215460674217,True,True,True
3125,H-NEAT Object,1358.0,,,,berzerk,NEAT,123.65,2630.4,49.24104916724843,1.7010587000521689,True,True,True
3126,H-NEAT Object,250.4,,,,bowling,NEAT,23.11,160.7,165.1936914019915,2.2206145342416947,True,True,True
3127,H-NEAT Object,91.6,,,,boxing,NEAT,0.05,12.1,759.7510373443984,2.881242553225592,True,True,True
3128,H-NEAT Object,40.8,,,,breakout,NEAT,1.72,30.5,135.78874218207088,2.136050356087371,True,True,True
3129,H-NEAT Object,33326.6,,,,centipede,NEAT,2090.87,12017.0,314.68185486186457,2.4992496197134435,True,True,True
3130,H-NEAT Object,8120.0,,,,choppercommand,NEAT,811.0,7387.8,111.13307383529984,2.0497337273643477,True,True,True
3131,H-NEAT Object,12840.0,,,,crazyclimber,NEAT,10780.5,35829.4,8.221917928531791,0.9648212528492996,True,True,True
3132,H-NEAT Object,15080.0,,,,defender,NEAT,2874.5,18688.9,77.17965904492108,1.8930937720666525,True,True,True
3133,H-NEAT Object,3082.0,,,,demonattack,NEAT,152.07,1971.0,161.07986563529107,2.209729067984888,True,True,True
3134,H-NEAT Object,4.0,,,,doubledunk,NEAT,-18.55,-16.4,1048.8372093023245,3.0211219613720117,True,True,True
3135,H-NEAT Object,112.8,,,,enduro,NEAT,0.0,860.5,13.108657757117955,1.1494856986299713,True,True,True
3136,H-NEAT Object,-37.0,,,,fishingderby,NEAT,-91.71,-38.7,103.2069420863988,2.0178966518751142,True,True,True
3137,H-NEAT Object,29.6,,,,freeway,NEAT,0.01,29.6,100.0,2.0043213737826426,True,True,True
3138,H-NEAT Object,2226.0,,,,frostbite,NEAT,65.2,4334.7,50.61014170277551,1.7127350514870994,True,True,True
3139,H-NEAT Object,6252.0,,,,gopher,NEAT,257.6,2412.5,278.17532136062,2.44587702472975,True,True,True
3140,H-NEAT Object,1990.0,,,,gravitar,NEAT,173.0,3351.4,57.16712811477473,1.764677621909154,True,True,True
3141,H-NEAT Object,3638.0,,,,hero,NEAT,1026.97,30826.4,8.762013233139022,0.9895393920395519,True,True,True
3142,H-NEAT Object,9.0,,,,icehockey,NEAT,-11.15,0.9,167.2199170124481,2.225877414390055,True,True,True
3143,H-NEAT Object,12730.0,,,,jamesbond,NEAT,29.0,302.8,4638.787436084734,3.666498084552714,True,True,True
3144,H-NEAT Object,4880.0,,,,kangaroo,NEAT,52.0,3035.0,161.85048608783103,2.2117890592161986,True,True,True
3145,H-NEAT Object,23890.2,,,,krull,NEAT,1598.05,2665.5,2088.355426483676,3.3200123253946403,True,True,True
3146,H-NEAT Object,47820.0,,,,kungfumaster,NEAT,258.5,22736.3,211.59321641797686,2.3275494026179344,True,True,True
3147,H-NEAT Object,0.0,,,,montezumarevenge,NEAT,0.0,4753.3,0.0,0.0,True,True,True
3148,H-NEAT Object,3830.0,,,,mspacman,NEAT,307.3,6951.6,53.01837665367307,1.7325415287417452,True,True,True
3149,H-NEAT Object,8346.0,,,,namethisgame,NEAT,2292.35,8049.0,105.1592506058211,2.025957844116878,True,True,True
3150,H-NEAT Object,5860.0,,,,phoenix,NEAT,761.4,7242.6,78.66753070419058,1.9012813564129176,True,True,True
3151,H-NEAT Object,0.0,,,,pitfall,NEAT,-229.44,6463.7,3.427987461789235,0.6462063824678737,True,True,True
3152,H-NEAT Object,4.0,,,,pong,NEAT,-20.71,14.6,69.98017558765221,1.851137069351587,True,True,True
3153,H-NEAT Object,15045.2,,,,privateeye,NEAT,24.94,69571.3,21.597478286426494,1.3540599777582893,True,True,True
3154,H-NEAT Object,810.0,,,,qbert,NEAT,163.88,13455.0,4.861290846821035,0.7679932723175462,True,True,True
3155,H-NEAT Object,4736.0,,,,riverraid,NEAT,1338.5,17118.0,21.5311004784689,1.3527824043316685,True,True,True
3156,H-NEAT Object,14420.0,,,,roadrunner,NEAT,11.5,7845.0,183.93438437480054,2.2670176659235404,True,True,True
3157,H-NEAT Object,42.4,,,,robotank,NEAT,2.16,11.9,413.14168377823404,2.6171489448800576,True,True,True
3158,H-NEAT Object,2508.0,,,,seaquest,NEAT,68.4,42054.7,5.8104667474866805,0.8331768768043626,True,True,True
3159,H-NEAT Object,-9127.2,,,,skiing,NEAT,-17098.09,-4336.9,62.46196475407074,1.8025135135356267,True,True,True
3160,H-NEAT Object,0.0,,,,solaris,NEAT,1236.3,12326.7,-11.14747890067085,0.0,True,True,True
3161,H-NEAT Object,1481.0,,,,spaceinvaders,NEAT,148.3,1668.7,87.65456458826624,1.9477011011829792,True,True,True
3162,H-NEAT Object,4160.0,,,,stargunner,NEAT,664.0,10250.0,36.46985186730649,1.57368197616456,True,True,True
3163,H-NEAT Object,0.2,,,,tennis,NEAT,-23.84,-8.3,154.6975546975547,2.1922817918250375,True,True,True
3164,H-NEAT Object,15640.0,,,,timepilot,NEAT,3568.0,5229.2,726.7035877678787,2.8619545161114353,True,True,True
3165,H-NEAT Object,110.0,,,,tutankham,NEAT,11.43,167.6,63.11711596337325,1.8069739792254345,True,True,True
3166,H-NEAT Object,6818.0,,,,upndown,NEAT,533.4,11693.2,56.314629294431796,1.7582654877777928,True,True,True
3167,H-NEAT Object,400.0,,,,venture,NEAT,0.0,1187.5,33.68421052631579,1.5401318136411808,True,True,True
3168,H-NEAT Object,82646.0,,,,videopinball,NEAT,0.0,17667.9,467.7748911868416,2.670964341681031,True,True,True
3169,H-NEAT Object,3760.0,,,,wizardofwor,NEAT,563.5,4756.5,76.23419985690437,1.887809651633467,True,True,True
3170,H-NEAT Object,24405.4,,,,yarsrevenge,NEAT,3092.91,54576.9,41.39634476659637,1.6273284151746474,True,True,True
3171,H-NEAT Object,4680.0,,,,zaxxon,NEAT,32.5,9173.3,50.84347103098197,1.7146940707779956,True,True,True
3284,NEAT Object,4320.0,,,,alien,NEAT,227.75,7127.7,59.30840078551294,1.780377812317155,True,True,True
3285,NEAT Object,325.2,,,,amidar,NEAT,5.77,1719.5,18.639458957945532,1.2931295193564663,True,True,True
3286,NEAT Object,2717.2,,,,assault,NEAT,222.39,742.0,480.13125228536785,2.682263567782339,True,True,True
3287,NEAT Object,1490.0,,,,asterix,NEAT,210.0,8503.3,15.434145635633586,1.2157471312728603,True,True,True
3288,NEAT Object,4144.0,,,,asteroids,NEAT,719.1,47388.7,7.3386101445052025,0.9210936697177219,True,True,True
3289,NEAT Object,126260.0,,,,atlantis,NEAT,12850.0,29028.1,701.0093892360661,2.8463429207710353,True,True,True
3290,NEAT Object,380.0,,,,bankheist,NEAT,14.2,753.1,49.506022465827584,1.7033431675786483,True,True,True
3291,NEAT Object,45000.0,,,,battlezone,NEAT,2360.0,37187.5,122.43198621778767,2.091427717540092,True,True,True
3292,NEAT Object,1900.0,,,,beamrider,NEAT,363.88,16926.5,9.274619595208971,1.011765751642034,True,True,True
3293,NEAT Object,1202.0,,,,berzerk,NEAT,123.65,2630.4,43.01785180013962,1.643628843894058,True,True,True
3294,NEAT Object,231.6,,,,bowling,NEAT,23.11,160.7,151.52990769678033,2.1833550074480095,True,True,True
3295,NEAT Object,92.8,,,,boxing,NEAT,0.05,12.1,769.7095435684648,2.8868907368158516,True,True,True
3296,NEAT Object,43.6,,,,breakout,NEAT,1.72,30.5,145.51772063933285,2.165890153771787,True,True,True
3297,NEAT Object,22469.6,,,,centipede,NEAT,2090.87,12017.0,205.3038797597855,2.314507395410971,True,True,True
3298,NEAT Object,4580.0,,,,choppercommand,NEAT,811.0,7387.8,57.30750516968738,1.7657244594588142,True,True,True
3299,NEAT Object,25060.0,,,,crazyclimber,NEAT,10780.5,35829.4,57.00649529520258,1.7634766265444024,True,True,True
3300,NEAT Object,16250.0,,,,defender,NEAT,2874.5,18688.9,84.57797956292998,1.932362028875787,True,True,True
3301,NEAT Object,3464.0,,,,demonattack,NEAT,152.07,1971.0,182.08122357649827,2.2626438062609733,True,True,True
3302,NEAT Object,10.8,,,,doubledunk,NEAT,-18.55,-16.4,1365.116279069766,3.1354876665557145,True,True,True
3303,NEAT Object,133.8,,,,enduro,NEAT,0.0,860.5,15.549099360836726,1.2187743634735484,True,True,True
3304,NEAT Object,-43.8,,,,fishingderby,NEAT,-91.71,-38.7,90.37917374080364,1.9608472268053512,True,True,True
3305,NEAT Object,30.8,,,,freeway,NEAT,0.01,29.6,104.05542412977357,2.0214184804336974,True,True,True
3306,NEAT Object,1452.0,,,,frostbite,NEAT,65.2,4334.7,32.48155521723855,1.5248056227554503,True,True,True
3307,NEAT Object,6092.0,,,,gopher,NEAT,257.6,2412.5,270.750382848392,2.4341701646031413,True,True,True
3308,NEAT Object,2840.0,,,,gravitar,NEAT,173.0,3351.4,83.91014346841177,1.9289595746870591,True,True,True
3309,NEAT Object,3894.0,,,,hero,NEAT,1026.97,30826.4,9.621090067830156,1.0261690917124073,True,True,True
3310,NEAT Object,3.8,,,,icehockey,NEAT,-11.15,0.9,124.06639004149378,2.0971406144043234,True,True,True
3311,NEAT Object,2380.0,,,,jamesbond,NEAT,29.0,302.8,858.6559532505478,2.934324675080359,True,True,True
3312,NEAT Object,12800.0,,,,kangaroo,NEAT,52.0,3035.0,427.3550117331545,2.631803852491262,True,True,True
3313,NEAT Object,20337.8,,,,krull,NEAT,1598.05,2665.5,1755.562321420207,3.244663562820761,True,True,True
3314,NEAT Object,87340.0,,,,kungfumaster,NEAT,258.5,22736.3,387.41113454163667,2.5892916712892085,True,True,True
3315,NEAT Object,340.0,,,,montezumarevenge,NEAT,0.0,4753.3,7.1529253360823,0.9113134651038746,True,True,True
3316,NEAT Object,4902.0,,,,mspacman,NEAT,307.3,6951.6,69.15250665984378,1.8460431936692785,True,True,True
3317,NEAT Object,7084.0,,,,namethisgame,NEAT,2292.35,8049.0,83.23677833462169,1.9255017487489932,True,True,True
3318,NEAT Object,7832.0,,,,phoenix,NEAT,761.4,7242.6,109.09399493920877,2.0417636310890144,True,True,True
3319,NEAT Object,0.0,,,,pitfall,NEAT,-229.44,6463.7,3.427987461789235,0.6462063824678737,True,True,True
3320,NEAT Object,15.2,,,,pong,NEAT,-20.71,14.6,101.69923534409514,2.011567210032757,True,True,True
3321,NEAT Object,1926.4,,,,privateeye,NEAT,24.94,69571.3,2.7340898934178584,0.5721847688207216,True,True,True
3322,NEAT Object,1935.0,,,,qbert,NEAT,163.88,13455.0,13.32558881418571,1.1561124814943202,True,True,True
3323,NEAT Object,4718.0,,,,riverraid,NEAT,1338.5,17118.0,21.417028422953834,1.3505780424674207,True,True,True
3324,NEAT Object,9600.0,,,,roadrunner,NEAT,11.5,7845.0,122.4037786430076,2.0913284580658007,True,True,True
3325,NEAT Object,18.0,,,,robotank,NEAT,2.16,11.9,162.6283367556468,2.2138585159058812,True,True,True
3326,NEAT Object,944.0,,,,seaquest,NEAT,68.4,42054.7,2.085442156131881,0.4893174089554893,True,True,True
3327,NEAT Object,-6984.0,,,,skiing,NEAT,-17098.09,-4336.9,79.25663672431803,1.9044809560123876,True,True,True
3328,NEAT Object,14764.0,,,,solaris,NEAT,1236.3,12326.7,121.97666450263289,2.089822709494564,True,True,True
3329,NEAT Object,1481.0,,,,spaceinvaders,NEAT,148.3,1668.7,87.65456458826624,1.9477011011829792,True,True,True
3330,NEAT Object,9580.0,,,,stargunner,NEAT,664.0,10250.0,93.01064051742124,1.9731770116472735,True,True,True
3331,NEAT Object,1.2,,,,tennis,NEAT,-23.84,-8.3,161.13256113256114,2.2098702431034067,True,True,True
3332,NEAT Object,14320.0,,,,timepilot,NEAT,3568.0,5229.2,647.2429568986275,2.8117378068965713,True,True,True
3333,NEAT Object,142.4,,,,tutankham,NEAT,11.43,167.6,83.86373823397581,1.9287221584538106,True,True,True
3334,NEAT Object,10220.0,,,,upndown,NEAT,533.4,11693.2,86.79904657789565,1.943489799867298,True,True,True
